title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Suzuki Cultus VXL 2020,3300000,Multan,2020,29000,Petrol,Not Available,Punjab,White,Local,1000,2024-05-03,Medium,Low,Friday,4
KIA Stonic EX+ 2024,5450000,Karachi,2024,40,Petrol,Automatic,Un-Registered,Panthera Metal,Local,1400,2024-05-03,High,Low,Friday,0
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,6600000,Lahore,2022,17000,Petrol,Automatic,Punjab,Super White,Local,1598,2024-05-04,High,Low,Saturday,2
Suzuki Alto VXL AGS 2022,2800000,Gujrat,2022,19900,Petrol,Automatic,Islamabad,White,Local,660,2024-05-04,Medium,Low,Saturday,2
Honda City EXi 2002,1100000,Lahore,2002,200000,Petrol,Not Available,Lahore,Turquoise,Local,1300,2024-05-04,Low,High,Saturday,22
Datsun 120 Y 1974,680000,Lahore,2019,30000,Petrol,Not Available,Rawalpindi,Red,Local,1500,2024-05-04,Low,Low,Saturday,5
Toyota Hilux Double Cab 1988,2200000,Peshawar,1992,150000,Diesel,Not Available,Islamabad,White,Local,2400,2024-05-04,Low,High,Saturday,32
Daihatsu Mira ES 2018,3300000,Rawalpindi,2018,47000,Petrol,Automatic,Islamabad,White,Imported,660,2024-05-04,Medium,Low,Saturday,6
Suzuki Mehran VXR 2011,635000,Rawalpindi,2011,100,Petrol,Not Available,Karachi,White,Local,800,2024-05-04,Low,Low,Saturday,13
Suzuki Cultus EURO II 2015,1550000,Faisalabad,2015,60000,Petrol,Not Available,Lahore,Silky Silver,Local,1000,2024-05-04,Low,Medium,Saturday,9
Toyota Vitz B Intelligent Package 1.0 2007,2080000,Lahore,2007,140000,Petrol,Automatic,Lahore,Grey,Imported,1000,2024-05-04,Low,High,Saturday,17
Haval H6 2.0T AWD 2023,11000000,Sialkot,2023,1000,Petrol,Automatic,Islamabad,Polar White,Local,2000,2024-05-04,High,Low,Saturday,1
Toyota Corolla GLi 1.3 VVTi 2011,2850000,Chashma,2011,105300,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,2024-05-04,Medium,High,Saturday,13
Suzuki Cultus Limited Edition 2016,1650000,Karachi,2016,51000,Petrol,Not Available,Karachi,White,Local,1000,2024-05-04,Low,Medium,Saturday,8
Toyota Passo 2011,2325000,Islamabad,2011,107000,Petrol,Automatic,Islamabad,Black,Imported,1000,2024-05-04,Medium,High,Saturday,13
Toyota Vitz F 1.0 2018,3700000,Karachi,2018,64000,Petrol,Automatic,Karachi,Silver Metallic,Imported,996,2024-05-04,Medium,Medium,Saturday,6
Toyota Platz F 1.0 2003,1550000,Karachi,2003,95000,Petrol,Automatic,Karachi,Silver,Imported,1000,2024-05-04,Low,Medium,Saturday,21
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5250000,Rawalpindi,2017,100000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,2024-05-04,High,Medium,Saturday,7
Suzuki Swift DLX 1.3 2016,1960000,Lahore,2016,66000,Petrol,Not Available,Lahore,White,Local,1300,2024-05-04,Low,Medium,Saturday,8
Daihatsu Mira Custom RS 2008,2075000,Rawalpindi,2008,134444,Petrol,Automatic,Islamabad,Plum Brown Crystal Mica,Imported,660,2024-05-04,Low,High,Saturday,16
Suzuki Mehran VX 2011,840000,Rawalpindi,2011,108080,Petrol,Not Available,Islamabad,White,Local,800,2024-05-04,Low,High,Saturday,13
Toyota Corolla Altis X Automatic 1.6 2023,6550000,Kasur,2023,10,Petrol,Automatic,Un-Registered,Super White,Imported,1598,2024-05-03,High,Low,Friday,1
Honda City 1.3 i-VTEC Prosmatec 2020,3875000,Lahore,2020,51100,Petrol,Automatic,Lahore,Silver,Local,1300,2024-05-03,Medium,Medium,Friday,4
Toyota Yaris 2021,4450000,Karachi,2021,95000,Petrol,Automatic,Un-Registered,White,Imported,1000,2024-05-03,High,Medium,Friday,3
Suzuki Alto VX 2024,2550000,Karachi,2013,2000,Petrol,Not Available,Un-Registered,White,Local,660,2024-05-03,Medium,Low,Friday,11
Toyota Prado TX Limited 2.7 2019,27400000,Lahore,2019,15270,Petrol,Automatic,Un-Registered,Super White,Imported,2700,2024-05-03,High,Low,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2020,6100000,Hyderabad,2020,38000,Petrol,Automatic,Karachi,White,Local,1800,2024-05-03,High,Low,Friday,4
Toyota Prado TX L Package 2.7 2019,27799999,Lahore,2019,65000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,2024-05-03,High,Medium,Friday,5
Toyota Prado TX 2.7 2020,26500000,Lahore,2020,38000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,2024-05-03,High,Low,Friday,4
Honda Civic RS 2022,8500000,Faisalabad,2022,30680,Petrol,Automatic,Islamabad,Indigo,Local,1500,2024-05-03,High,Low,Friday,2
Honda Civic Oriel 1.8 i-VTEC CVT 2022,6775000,Islamabad,2022,31000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,2024-05-03,High,Low,Friday,2
Honda City EXi 2002,850000,Malakwal,2002,433000,Petrol,Not Available,Mirpur A.K.,Gold,Local,1300,2024-05-04,Low,High,Saturday,22
Toyota Corolla GLi 1.3 VVTi 2019,4300000,Sargodha,2019,86000,Petrol,Not Available,Lahore,Silver Metallic,Local,1300,2024-05-04,High,Medium,Saturday,5
Toyota Belta G 1.3 2006,2350000,Sahiwal,2006,174000,Petrol,Automatic,Karachi,Silver Metallic,Imported,1300,2024-05-04,Medium,High,Saturday,18
Toyota Probox 2006,2370000,Karachi,2006,123000,Petrol,Automatic,Karachi,Silver,Imported,1300,2024-05-04,Medium,High,Saturday,18
Toyota Fortuner Legender  2023,19500000,Lahore,2023,523,Diesel,Automatic,Un-Registered,Super White,Local,2800,2024-05-04,High,Low,Saturday,1
Toyota Vitz iLL 1.3 2008,3050000,Dera ismail khan,2008,80000,Petrol,Automatic,Punjab,Black Sand Pearl,Imported,1300,2024-05-04,Medium,Medium,Saturday,16
Honda City EXi 2003,1100000,Islamabad,2003,200000,Petrol,Not Available,Muzaffarabad,White,Local,1300,2024-05-04,Low,High,Saturday,21
Daihatsu Mira X Memorial Edition 2016,2470000,Karachi,2016,116500,Petrol,Automatic,Sindh,Red,Imported,660,2024-05-04,Medium,High,Saturday,8
Toyota Vitz 2012,2450000,Karachi,2012,120000,Petrol,Automatic,Karachi,Grey,Imported,1000,2024-05-04,Medium,High,Saturday,12
Suzuki Alto VXR 2008,890000,Wah cantt,2008,40000,Petrol,Not Available,Punjab,Green,Local,1000,2024-05-04,Low,Low,Saturday,16
Hyundai Elantra GLS 2022,6400000,Rahim yar khan,2022,25000,Petrol,Automatic,Islamabad,Polar White,Local,2000,2024-05-04,High,Low,Saturday,2
Suzuki Mehran VXR Euro II 2019,1635000,Islamabad,2019,27000,Petrol,Not Available,Islamabad,Solid White,Local,796,2024-05-04,Low,Low,Saturday,5
Suzuki Alto X 2007,1545000,Karachi,2007,100000,Petrol,Automatic,Karachi,Burgundy,Imported,660,2024-05-04,Low,Medium,Saturday,17
Honda City 1.2L CVT 2023,4450000,Lahore,2023,15000,Petrol,Automatic,Lahore,Metroid Grey,Local,1200,2024-05-04,High,Low,Saturday,1
Hyundai Tucson AWD A/T Ultimate 2023,8700000,Faisalabad,2023,12000,Petrol,Automatic,Islamabad,Polar White,Local,2000,2024-05-04,High,Low,Saturday,1
KIA Sportage FWD 2020,6550000,Lahore,2020,75000,Petrol,Automatic,Islamabad,White,Local,2000,2024-05-04,High,Medium,Saturday,4
Toyota Vitz F 1.0 2010,2595000,Hazro,2010,111599,Petrol,Automatic,Islamabad,White,Imported,1000,2024-05-04,Medium,High,Saturday,14
Toyota Sienta 2018,5500000,Karachi,2018,74000,Hybrid,Automatic,Un-Registered,Black,Imported,1500,2024-05-03,High,Medium,Friday,6
Toyota Corolla Altis Grande CVT-i 1.8 2014,3975000,Lahore,2014,150000,Petrol,Automatic,Islamabad,Black,Local,1800,2024-05-03,Medium,High,Friday,10
Toyota Corolla 2016,3950000,Islamabad,2016,115624,Petrol,Automatic,Islamabad,Black,Local,1300,2024-05-03,Medium,High,Friday,8
Adam Revo 2023,14500000,Rawalpindi,2023,34000,Diesel,Automatic,Islamabad,Black,Local,2900,2024-05-03,High,Low,Friday,1
Suzuki Mehran VXR Euro II 2014,1365000,Islamabad,2014,22000,Petrol,Not Available,Islamabad,Silky Silver,Local,796,2024-05-03,Low,Low,Friday,10
Honda Grace Hybrid EX 2014,3975000,Karachi,2014,115000,Hybrid,Automatic,Sindh,Grey,Imported,1500,2024-05-03,Medium,High,Friday,10
Toyota Sienta G 2015,4675000,Karachi,2015,130000,Petrol,Automatic,Sindh,Quartz Brown Metallic,Imported,1500,2024-05-03,High,High,Friday,9
Daihatsu Move Custom X 2021,0,Karachi,2021,12000,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-05-03,Low,Low,Friday,3
Honda City 1.5L ASPIRE CVT 2022,5650000,Islamabad,2022,3600,Petrol,Automatic,Islamabad,White,Local,1500,2024-05-03,High,Low,Friday,2
Daihatsu Mira G SA III 2021,3950000,Karachi,2021,14500,Petrol,Automatic,Un-Registered,White,Imported,660,2024-05-03,Medium,Low,Friday,3
MG HS Trophy 2021,6850000,Lahore,2021,32500,Petrol,Automatic,Punjab,White,Imported,1500,2024-05-03,High,Low,Friday,3
Nissan Dayz Highway star G 2020,3754999,Karachi,2020,62000,Hybrid,Automatic,Un-Registered,Purple,Imported,660,2024-05-03,Medium,Medium,Friday,4
Honda Civic EXi 2005,1400000,Lahore,2005,169000,Petrol,Not Available,Punjab,Blue,Local,1500,2024-05-04,Low,High,Saturday,19
Sogo Pickup 1993,1360000,Faisalabad,1993,100000,Diesel,Not Available,Punjab,White,Local,2600,2024-05-04,Low,Medium,Saturday,31
MG HS Essence 2023,7650000,Lahore,2023,20000,Petrol,Automatic,Punjab,White,Local,1500,2024-05-04,High,Low,Saturday,1
Suzuki Wagon R VXL 2020,2500000,Lahore,2020,170000,Petrol,Not Available,Punjab,Solid White,Local,1000,2024-05-04,Medium,High,Saturday,4
Nissan Dayz Highway star S hybrid X pro pilot 2020,3679999,Gujranwala,2020,20000,Hybrid,Automatic,Un-Registered,Black,Imported,660,2024-05-04,Medium,Low,Saturday,4
Suzuki Liana LXi Sport 2006,114999,Islamabad,2006,339000,Petrol,Not Available,Islamabad,Silver,Local,1300,2024-05-04,Low,High,Saturday,18
Toyota Corolla GLi Automatic 1.3 VVTi 2015,3400000,Lahore,2015,125000,Petrol,Automatic,Lahore,Attitude Black,Local,1300,2024-05-04,Medium,High,Saturday,9
Honda BR-V i-VTEC S 2019,4600000,Karachi,2019,28000,Petrol,Automatic,Karachi,Modern Steel Metallic,Local,1500,2024-05-04,High,Low,Saturday,5
Toyota Corolla XLi VVTi 2013,2725000,Lahore,2013,185000,Petrol,Not Available,Lahore,Black,Local,1300,2024-05-04,Medium,High,Saturday,11
Nissan Clipper 2008,1000000,Islamabad,2008,300000,Petrol,Not Available,Islamabad,White,Imported,660,2024-05-04,Low,High,Saturday,16
Honda City EXi 1999,1125000,Islamabad,1999,387000,Petrol,Not Available,Lahore,White,Local,1300,2024-05-04,Low,High,Saturday,25
Suzuki Alto VXR 2021,2425000,Rawalpindi,2021,54400,Petrol,Not Available,Punjab,Solid White,Local,660,2024-05-04,Medium,Medium,Saturday,3
KIA Sportage AWD 2022,7900000,Karachi,2022,23000,Petrol,Automatic,Karachi,Grey,Local,2000,2024-05-04,High,Low,Saturday,2
Toyota Corolla Altis Grande CVT-i 1.8 2017,4900000,Karachi,2017,97000,Petrol,Automatic,Sindh,Super white,Local,1800,2024-05-04,High,Medium,Saturday,7
Toyota Corolla Altis 1.8 2015,3960000,Lahore,2015,130000,Petrol,Not Available,Lahore,Super White,Local,1800,2024-05-03,Medium,High,Friday,9
Honda City Aspire 1.5 i-VTEC 2013,2400000,Lahore,2013,150000,Petrol,Not Available,Lahore,Lunar Silver Metallic,Local,1500,2024-05-03,Medium,High,Friday,11
Mitsubishi Mirage 1.0 G 2012,2650000,Islamabad,2012,151599,Petrol,Automatic,Islamabad,Silver Metallic,Imported,1000,2024-05-03,Medium,High,Friday,12
Mitsubishi Pajero Exceed 2.5D 1985,1200000,Karachi,1996,250000,Diesel,Not Available,Karachi,White,Imported,2500,2024-05-03,Low,High,Friday,28
Suzuki Every 2018,2000000,Lahore,2018,120000,Petrol,Automatic,Punjab,White,Imported,660,2024-05-03,Low,High,Friday,6
Toyota Vitz F 1.0 2007,2135000,Peshawar,2007,115000,Petrol,Automatic,Lahore,Polar White,Imported,1000,2024-05-03,Low,High,Friday,17
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5045000,Islamabad,2017,102000,Petrol,Automatic,Islamabad,Black,Local,1800,2024-05-03,High,High,Friday,7
Daihatsu Hijet Cruise 2018,2395000,Karachi,2018,155000,Petrol,Automatic,Karachi,White,Imported,660,2024-05-03,Medium,High,Friday,6
Suzuki Every Join Turbo 2019,2795000,Karachi,2019,150000,Petrol,Not Available,Un-Registered,Silver Metallic,Imported,660,2024-05-03,Medium,High,Friday,5
Hyundai Santro Exec GV 2004,955000,Karachi,2004,130000,Petrol,Not Available,Sindh,Blue,Local,1000,2024-05-03,Low,High,Friday,20
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4485000,Karachi,2017,74000,Petrol,Automatic,Sindh,Crystal Black,Local,1800,2024-05-03,High,Medium,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6650000,Multan,2021,27000,Petrol,Automatic,Lahore,Black,Local,1800,2024-05-03,High,Low,Friday,3
Honda City 1.5L ASPIRE CVT 2022,5100000,Multan,2022,16000,Petrol,Automatic,Lahore,Black,Local,1500,2024-05-03,High,Low,Friday,2
Toyota Hilux Revo Rocco 2023,14900000,Multan,2023,27500,Diesel,Automatic,Punjab,Attitude Black,Local,2800,2024-05-03,High,Low,Friday,1
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6650000,Multan,2021,20500,Petrol,Automatic,Islamabad,Black,Local,1800,2024-05-03,High,Low,Friday,3
Audi e-tron 50 Quattro 230 kW 2020,21000000,Lahore,2020,43000,Not Available,Automatic,Islamabad,White,Imported,1300,2024-05-03,High,Low,Friday,4
Toyota Land Cruiser ZX Gasoline 3.5L 2022,71000000,Karachi,2022,6000,Petrol,Automatic,Un-Registered,White,Imported,3500,2024-05-03,High,Low,Friday,2
Toyota Land Cruiser ZX 2019,47000000,Karachi,2019,75000,Petrol,Automatic,Un-Registered,Black,Imported,4600,2024-05-03,High,Medium,Friday,5
Lexus LX Series LX 600 Ultra Luxury 2022,117500000,Karachi,2022,2000,Petrol,Automatic,Un-Registered,White,Imported,3500,2024-05-03,High,Low,Friday,2
Suzuki Wagon R Hybrid FX 2021,4300000,Rawalpindi,2021,27000,Hybrid,Automatic,Islamabad,Blue,Imported,660,2024-05-03,High,Low,Friday,3
Suzuki Cultus VXRi 2010,1050000,Karachi,2010,100000,Petrol,Not Available,Karachi,Graphite Grey,Local,1000,2024-05-03,Low,Medium,Friday,14
Honda Civic VTi 1.6 2004,1575000,Sargodha,2004,135000,Petrol,Not Available,Lahore,Taffeta White,Local,1600,2024-05-03,Low,High,Friday,20
Honda HR-V VTi-S 2022,7100000,Lahore,2022,19855,Petrol,Automatic,Punjab,Black,Local,1500,2024-05-03,High,Low,Friday,2
Honda City 1.3 i-VTEC 2019,3500000,Multan,2019,70000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,2024-05-03,Medium,Medium,Friday,5
Honda City 1.3 i-VTEC Prosmatec 2019,3900000,Rawalpindi,2019,83000,Petrol,Automatic,Islamabad,Taffeta White,Local,1300,2024-05-03,Medium,Medium,Friday,5
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3779999,Lahore,2014,85540,Petrol,Automatic,Lahore,Taffeta White,Local,1800,2024-05-03,Medium,Medium,Friday,10
MG HS Excite 2024,7650000,Lahore,2022,4500,Petrol,Automatic,Punjab,Black,Imported,1500,2024-05-03,High,Low,Friday,2
Suzuki Alto VXR 2022,2550000,Wah cantt,2022,22000,Petrol,Not Available,Islamabad,Solid White,Local,660,2024-05-03,Medium,Low,Friday,2
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5000000,Karachi,2018,79000,Petrol,Automatic,Karachi,Taffeta White,Local,1800,2024-05-03,High,Medium,Friday,6
Toyota Corolla Altis Automatic 1.6 2020,5000000,Gujrat,2020,104500,Petrol,Automatic,Islamabad,Super White,Local,1600,2024-05-03,High,High,Friday,4
Suzuki Mehran VXR 2004,670000,Rawalpindi,2004,150000,Petrol,Not Available,Gujranwala,Red,Local,800,2024-05-03,Low,High,Friday,20
Suzuki Mehran VX Euro II 2013,1170000,Islamabad,2013,52000,Petrol,Not Available,Lahore,White,Local,800,2024-05-03,Low,Medium,Friday,11
Toyota Prius Alpha G Touring 2015,7000000,Islamabad,2015,195000,Petrol,Automatic,Islamabad,Mellinnum Silver,Imported,1800,2024-05-03,High,High,Friday,9
Nissan Dayz Highway star S hybrid X pro pilot 2020,3850000,Lahore,2020,6000,Hybrid,Automatic,Un-Registered,Grey,Imported,659,2024-05-03,Medium,Low,Friday,4
Suzuki Alto VXR 2022,2535000,Lahore,2022,25000,Petrol,Not Available,Punjab,White,Local,660,2024-05-03,Medium,Low,Friday,2
Suzuki Mehran VXR Euro II 2017,1280000,Karachi,2017,60000,Petrol,Not Available,Karachi,Graphite Grey,Local,796,2024-05-03,Low,Medium,Friday,7
Honda City 2001,1075000,Karachi,2001,100,Petrol,Automatic,Karachi,Gold,Local,1300,2024-05-03,Low,Low,Friday,23
Toyota Prado TX Limited 2.7 2019,27500000,Gujranwala,2019,22000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,2024-05-03,High,Low,Friday,5
Daihatsu Mira L SA 2020,3440000,Islamabad,2020,22500,Petrol,Automatic,Un-Registered,White,Imported,660,2024-05-03,Medium,Low,Friday,4
Honda Accord Type S Advance Package 2012,5000000,Karachi,2012,90000,Petrol,Automatic,Karachi,Black,Imported,2400,2024-05-03,High,Medium,Friday,12
Honda Vezel Hybrid X 2015,4595000,Lahore,2015,125000,Hybrid,Automatic,Punjab,Green,Imported,1500,2024-05-03,High,High,Friday,9
Toyota Corolla GLi Automatic 1.6 VVTi 2012,3150000,Islamabad,2012,150000,Petrol,Automatic,Islamabad,Blue,Local,1600,2024-05-03,Medium,High,Friday,12
Honda City Aspire 1.5 i-VTEC 2014,2750000,Lahore,2014,136000,Petrol,Not Available,Lahore,Grey,Local,1500,2024-05-03,Medium,High,Friday,10
Toyota Prius S 1.5 2008,2695000,Islamabad,2008,110000,Hybrid,Automatic,Lahore,White,Imported,1500,2024-05-03,Medium,High,Friday,16
Suzuki Cultus VXL 2022,3650000,Lahore,2022,18000,Petrol,Not Available,Punjab,White,Local,1000,2024-05-03,Medium,Low,Friday,2
Suzuki Wagon R VXL 2019,2500000,Islamabad,2019,54800,Petrol,Not Available,Islamabad,White,Local,1000,2024-05-03,Medium,Medium,Friday,5
Toyota Surf SSR-X 3.0D 1997,4000000,Islamabad,1997,130000,Diesel,Automatic,Islamabad,Black,Imported,3000,2024-05-03,Medium,High,Friday,27
Peugeot 2008 Allure 2022,6800000,Multan,2022,38500,Petrol,Automatic,Punjab,Clear White,Local,1200,2024-05-03,High,Low,Friday,2
Suzuki Bolan VX Euro II 2015,900000,Lahore,2015,86000,Petrol,Not Available,Punjab,Solid White,Local,800,2024-05-03,Low,Medium,Friday,9
Hyundai Elantra GLS 2022,6225000,Lahore,2022,33000,Petrol,Automatic,Un-Registered,White,Imported,2000,2024-05-03,High,Low,Friday,2
Toyota Raize Z 2021,5800000,Abbottabad,2021,98000,Petrol,Automatic,Un-Registered,White,Imported,996,2024-05-03,High,Medium,Friday,3
Toyota Corolla GLi 1.3 VVTi 2009,2500000,Gujranwala,2009,115000,Petrol,Not Available,Punjab,Silver,Local,1300,2024-05-03,Medium,High,Friday,15
Toyota Corolla GLi Automatic 1.3 VVTi 2015,3725000,Gujar khan,2015,81700,Petrol,Automatic,Islamabad,White,Local,1300,2024-05-03,Medium,Medium,Friday,9
Toyota Corolla GLi Automatic 1.3 VVTi 2016,3795000,Lahore,2016,71000,Petrol,Automatic,Lahore,Attitude Black,Local,1300,2024-05-03,Medium,Medium,Friday,8
Mitsubishi Pajero Mini 1998,1400000,Rawalpindi,1998,50000,Petrol,Not Available,Sindh,Blue,Local,1100,2024-05-03,Low,Low,Friday,26
Nissan Dayz Highway star S hybrid X pro pilot 2020,4150000,Sialkot,2020,18500,Petrol,Automatic,Punjab,White,Imported,660,2024-05-03,High,Low,Friday,4
Suzuki Alto VXL AGS 2022,2750000,Karachi,2022,17000,Petrol,Automatic,Sindh,Graphite Grey,Local,660,2024-05-03,Medium,Low,Friday,2
Suzuki Alto 2012,1460000,Rawalpindi,2012,70000,Petrol,Not Available,Islamabad,Grey,Local,1000,2024-05-03,Low,Medium,Friday,12
Toyota Vitz F 1.0 2013,3200000,Kohat,2013,105000,Petrol,Automatic,Islamabad,Polar White,Imported,1000,2024-05-03,Medium,High,Friday,11
Nissan Dayz Highway star G 2014,2520000,Karachi,2014,100000,Petrol,Automatic,Sindh,Silver,Imported,660,2024-05-03,Medium,Medium,Friday,10
Honda Civic Oriel 1.8 i-VTEC CVT 2020,5900000,Lahore,2020,85000,Petrol,Automatic,Lahore,White,Local,1800,2024-05-03,High,Medium,Friday,4
Suzuki Alto VXR 2012,1280000,Lahore,2012,113000,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,2024-05-03,Low,High,Friday,12
Toyota Allex 1.5 XS 2007,2600000,Karachi,2007,109242,Petrol,Automatic,Karachi,White,Imported,1500,2024-05-03,Medium,High,Friday,17
KIA Sportage AWD 2019,6350000,Islamabad,2019,63000,Petrol,Automatic,Islamabad,Sparkling Silver,Local,2000,2024-05-03,High,Medium,Friday,5
Haval H6 1.5T 2024,9800000,Sahiwal,2024,1,Petrol,Automatic,Un-Registered,Polar White,Local,1500,2024-05-03,High,Low,Friday,0
Toyota Passo X 2014,2895000,Islamabad,2014,80000,Petrol,Automatic,Lahore,Silver Purple,Imported,1000,2024-05-03,Medium,Medium,Friday,10
Toyota Aqua L 2020,5700000,Islamabad,2020,90000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,2024-05-03,High,Medium,Friday,4
Changan Karvaan 2021,2050000,Karachi,2021,110000,Petrol,Not Available,Karachi,White,Imported,1000,2024-05-03,Low,High,Friday,3
Toyota Land Cruiser Amazon 4.2D 2003,10500000,Islamabad,2003,145000,Diesel,Automatic,Islamabad,Navy,Imported,4200,2024-05-03,High,High,Friday,21
MG 4 Excite 2023,11700000,Lahore,2023,3528,Not Available,Automatic,Un-Registered,DOVER WHITE,Local,1300,2024-05-03,High,Low,Friday,1
Haval H6 HEV 2024,12600000,Lahore,2024,6,Hybrid,Automatic,Un-Registered,White,Local,1500,2024-05-03,High,Low,Friday,0
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2016,4100000,Islamabad,2016,115000,Petrol,Automatic,Karachi,Taffeta White,Local,1800,2024-05-03,High,High,Friday,8
Toyota Fortuner Legender  2023,0,Islamabad,2023,4846,Diesel,Automatic,Islamabad,White,Local,2800,2024-05-03,Low,Low,Friday,1
Haval H6 HEV 2023,12100000,Islamabad,2023,29654,Hybrid,Automatic,Islamabad,Black,Local,1500,2024-05-03,High,Low,Friday,1
Mercedes Benz C Class C180 2001,3200000,Islamabad,2001,220000,Petrol,Automatic,Islamabad,Blue,Local,1800,2024-05-03,Medium,High,Friday,23
Toyota Corolla GLi Automatic 1.3 VVTi 2015,3500000,Gujrat,2015,132000,Petrol,Automatic,Islamabad,White,Local,1300,2024-05-03,Medium,High,Friday,9
Toyota Corolla 2007,4000000,Islamabad,2007,236000,Petrol,Automatic,Islamabad,Silver,Imported,1500,2024-05-03,Medium,High,Friday,17
Daihatsu Mira ES 2015,2795000,Islamabad,2015,110000,Petrol,Automatic,Islamabad,Metallic Silver,Imported,660,2024-05-03,Medium,High,Friday,9
Daihatsu Move X 2014,2290000,Rawalpindi,2014,118000,Petrol,Automatic,Islamabad,White,Imported,660,2024-05-03,Medium,High,Friday,10
Toyota Corolla Altis Automatic 1.6 2021,5200000,Karachi,2021,13500,Petrol,Automatic,Karachi,Super White,Local,1600,2024-05-03,High,Low,Friday,3
Honda City 1.3 i-VTEC 2019,3450000,Rawat,2019,74120,Petrol,Not Available,Islamabad,Taffeta White,Local,1300,2024-05-03,Medium,Medium,Friday,5
Toyota Vitz F Safety 1.0 2018,3890000,Lahore,2018,41500,Petrol,Automatic,Punjab,Blue,Imported,1000,2024-05-03,Medium,Low,Friday,6
Suzuki Mehran VX 2003,725000,Karachi,2003,67000,Petrol,Not Available,Karachi,Maroon,Local,800,2024-05-03,Low,Medium,Friday,21
